"Agriculture, forestry, and fishing, value added (% of GDP)",Cropland Ratio,CO2 emissions (kg per PPP $ of GDP),Exports of goods and services (% of GDP),GDP per capita (current US$),Rural population (% of total population),Urban population (% of total population),"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",Internet Penetration Ratio,Water Productivity vs. Crop Production Index,Freshwater Withdrawals to Water Productivity Ratio,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Country
4.890296363,0.001717475,0.519121242,51.80425823,848.0236874,76.696,23.304,41.35465387,0.052737655,0.450094187,0.020251073,2.565905097,Lesotho
50.10287186,0.036725935,0.088168085,17.82618142,286.2859558,63.081,36.919,12.47490219,0.002735536,0.188101661,0.010631346,0.495794393,Sierra Leone
13.23051488,0.41350211,0.128285878,34.65350283,978.1686456,81.666,18.334,3.158033169,0.004738471,0.039254607,7.779487255,90.96661992,Sri Lanka
1.082917709,0.000223364,0.161326514,104.0085182,51546.35476,37.859,62.141,204.711872,1.165808512,2.113700279,0.010515305,5.075927708,Ireland
9.408136106,0.162950027,0.266303166,30.33307477,3340.840903,38.093,61.907,7.12240593,0.127645386,0.085636719,0.314692156,6.782352941,Ecuador
4.466335958,0.000616897,0.402297257,36.4389871,9812.595536,42.46,57.54,8.977161945,11.93955473,0.082571394,4.070763206,32.61581137,Kazakhstan
1.077275113,0.00443191,0.117451914,41.28706485,102175.9193,20.126,79.874,135.3234173,6.888479372,1.603928142,0.005284606,2.077414449,Norway
25.8411355,0.164383562,0.221838363,23.07204807,1009.489494,56.907,43.093,69.95755195,0.037364984,0.923410137,0.018041454,0.975243811,Benin
1.616481323,0.025255973,0.285446143,63.16428921,12357.70139,27.6,72.4,38.28789284,0.822429639,0.575238775,2.379715334,91.11428571,Oman
0.082356656,0.166666667,0.235646316,182.8941807,21699.74754,0,100,70.59367591,0.006747004,1.449859846,4.649653988,328.2361667,Singapore
3.552392596,0.004138645,0.127788658,61.58943936,15695.11515,31.925,68.075,159.196722,2.566746713,1.476778497,0.006716036,1.067280854,Latvia
7.28866813,0.053786955,0.186777267,37.29149486,4255.742993,40.547,59.453,10.01202553,1.113638472,0.079090177,0.284144797,5.386710098,Georgia
39.1116132,0.107788763,0.05480931,20.39152795,600.9316172,71.305,28.695,1.248577239,0.002932236,0.011408783,2.654077935,5.801501397,Myanmar
24.92904109,0.016078838,0.106841254,26.61025858,462.6182158,78.69,21.31,16.89041311,0.049460188,0.244469722,0.700247362,20.18372394,Kenya
2.125748549,0.004286856,0.604244076,29.0006193,6965.137897,35.688,64.312,20.77257061,1.086093507,0.192534717,1.770127057,52.74735831,South Africa
8.226523184,0.001516684,0.079345048,40.48271669,1840.320553,59.135,40.865,12.54560316,0.234215794,0.130887879,0.156237984,2.835497836,Zambia
29.13891501,0.398496241,0.080157322,8.221347229,1454.650909,72.114,27.886,77.78063797,0.008869366,0.806685729,0.010713892,0.833333333,Comoros
26.84576597,0.007563179,0.118779988,28.44395451,481.268197,68.17,31.83,8.81125482,0.142118574,0.075174941,0.145014485,1.523891626,Mozambique
8.665865173,0.006097561,0.419074916,34.80080156,1082.615773,66.985,33.015,4.634737977,0.249469802,0.045505528,6.129416228,32.69667668,Zimbabwe
1.203633477,0.447761194,0.294862253,49.57690627,26762.03743,23.01,76.99,137.0640318,1.113395963,1.310238331,0.007896696,3.466465712,Brunei Darussalam
1.819598353,7.69E-05,0.215636821,61.28296789,6844.032996,33.632,66.368,75.6816865,9.212781731,0.812558369,0.103448628,1.964864582,Botswana
1.984599252,0.021771172,0.460915841,45.71525986,17802.57512,16.44,83.56,50.75537154,5.464168212,0.384015825,2.29954549,116.7142857,Oman
10.72164948,0.001746725,1.401469045,57.37416616,3778.668539,52.132,47.868,0.670982686,0.161247866,0.00645486,2961.136279,143.8204019,Turkmenistan
19.59199798,0.05547881,0.368078685,14.94791386,543.8437989,71.428,28.572,1.433148589,0.00448737,0.020776292,31.63485378,67.32177757,India
1.541416623,0.021774456,0.261668786,73.4324779,11158.11227,22.563,77.437,16.33462686,1.362687484,0.181920335,44.81839977,732.0918367,Libya
19.79796049,1.76E-05,0.806540211,58.76938379,986.0180411,37.506,62.494,10.22234381,14.18730345,0.284665659,0.143701439,3.753303965,Mongolia
8.61641445,0.052290736,0.203391275,41.7219539,4623.884714,43.315,56.685,8.291882483,0.665724158,0.065377927,0.347758083,5.459995928,Georgia
2.257979688,0.256437094,0.185481914,59.61453472,8719.18687,27.857,72.143,537.0848151,0.267609033,5.236786419,0.000141791,0.183503244,Equatorial Guinea
23.71024867,0.022821174,0.169779255,12.39666276,1109.678735,64.592,35.408,1.258268743,0.030880054,0.013316422,271.484134,115.2567327,Pakistan
2.375984196,7.72E-05,0.183751055,35.83366186,4938.250136,39.063,60.937,52.43802462,1.701022256,0.645391072,0.156230604,2.056030344,Botswana
0.213317127,0.024503311,0.307849674,63.4150384,45729.80604,0,100,199.4962502,0.247384581,2.916185502,0.005012626,2584.230769,Kuwait
2.59029062,3.88E-05,0.244734041,48.65760824,3115.679,45.938,54.062,43.81603935,1.103554891,0.636861037,0.184760071,2.031694124,Botswana
15.18039641,0.005697356,0.214607918,19.80663757,1003.187194,58.286,41.714,5.53469401,0.083978085,0.076849403,1.590867766,12.07698726,Senegal
22.81066274,0.003297283,0.144558321,1,651.9878619,75.627,24.373,0.946121706,0.122004106,0.010173352,45.46551084,54.75701944,Afghanistan
6.628146847,0.076831297,0.15892,47.50476214,6680.08267,9.908,90.092,109.102224,7.956185774,1.051790456,0.000777409,0.502166065,Gabon
0.275737043,0.348837209,0.41250927,102.1455248,25102.72635,11.238,88.762,145.0094919,0.05531704,1.683221032,32.74550533,163.7382445,Bahrain
25.04816274,0.081163859,0.13348526,19.86857881,508.3474475,61.35,38.65,50.39262212,0.005682026,0.85672598,0.025046046,0.975243811,Benin
3.246190785,0.028591256,0.322444876,45.98092417,13558.34256,39.471,60.529,39.16249972,0.505913627,0.409392638,0.535465034,38.90619592,Poland
1.339181259,0.013619271,0.098504342,142.9648462,1322.726251,22.936,77.064,139.660106,0.173204627,1.528009912,0.045348192,6.333333333,Djibouti
16.39506123,0.040128411,0.188905895,31.12893539,1305.047486,46.782,53.218,4.524344638,0.056559565,0.036924383,0.697150416,5.972334419,Georgia
6.494961721,0.186046512,0.201040257,51.25181047,6210.565543,54.134,45.866,22.75762287,3.348466722,0.244259127,0.02908305,1.260294485,Belize
2.380366918,0.001830145,0.325283118,43.8259066,48476.39273,16.832,83.168,39.83273877,4.644675876,0.367189701,0.143961794,14.55015414,Finland
1.286377056,0.383333333,0.592462607,1,6592.75902,44.282,55.718,43.19073643,0.058960917,0.243369225,0.193063197,19.35912938,Trinidad and Tobago
1.05234908,0.025222446,0.121655233,55.75720636,50070.40335,41.485,58.515,118.6883516,0.815470403,1.210117777,0.053463162,9.643547941,Austria
37.61244316,0.003640688,0.086694449,24.5223744,856.3565959,57.644,42.356,2.95044368,1.309906474,0.023580912,2.929502905,8.00308642,Mali
5.914439906,0.047833935,0.397999008,34.18149214,6095.102479,50.98,49.02,60.12983357,1.129590719,0.464000568,0.01411406,2.000531209,Bosnia and Herzegovina
1.867984518,0.208399116,0.253216752,70.01730313,23487.21875,33.054,66.946,85.81581493,0.558127355,0.786075066,0.346597999,31.71131766,Cyprus
8.080707924,0.364963504,0.071772692,26.452763,3885.62361,81.782,18.218,6.311177244,0.031001499,0.065150999,3.885002503,90.78541374,Sri Lanka
34.41128094,0.613861386,0.272524715,65.32996739,540.6738896,86.818,13.182,37.23037466,0.07184928,0.526522057,0.000991029,0.099676223,Papua New Guinea
7.143690278,0.030654149,0.459036473,18.40999232,10143.86021,39.692,60.308,23.74339072,0.429014678,0.221776487,0.901542118,43.97540205,China
1.085519389,0.025264852,0.115836491,51.61281493,48809.22688,41.252,58.748,111.0282428,0.810030119,1.073981842,0.057151716,9.643547941,Austria
18.43476288,0.034284017,0.193034056,28.35348514,3833.157071,36.836,63.164,3.340357047,0.411146056,0.034900815,12.89744819,59.61266895,Armenia
3.27493354,0.029006665,0.209482027,33.8455905,15406.49284,12.811,87.189,6.382577742,2.360280077,0.064982465,0.626139523,8.982121089,Chile
0.840639974,0.015184382,0.319164433,74.28282892,36809.70134,2.597,97.403,63.0512959,0.161302737,0.652232294,0.844034992,78.45331695,Belgium
9.481169299,0.161866667,0.26847587,27.6181741,3014.310009,38.289,61.711,6.821997469,0.108114155,0.081136982,0.328549709,6.782352941,Ecuador
0.821638934,0.407407407,0.428850445,1,15690.9631,46.813,53.187,70.42081988,0.266514691,0.696890845,0.124326987,20.32648126,Trinidad and Tobago
1.976709595,0.004286856,0.61155663,27.13914919,8173.869138,36.728,63.272,21.53658542,0.935867139,0.220345666,1.584425321,48.95022045,South Africa
35.49669991,0.10235205,0.147862899,1,700.0370394,48.849,51.151,22.56731733,0.372326124,0.225335171,0.003232551,0.264311594,Liberia
1.738935094,7.75E-05,0.177212476,51.78082676,5142.913834,43.6,56.4,56.1636029,1.260553053,0.739676056,0.145219683,2.046904262,Botswana
22.19634016,0.01790659,0.108017408,22.67405755,915.9989157,77.2,22.8,16.86347011,0.075523412,0.206407223,0.848367396,24.4140855,Kenya
0.750862915,0.102397082,0.323594287,97.66312109,41054.53957,14.035,85.965,155.1680451,0.715390746,1.476525313,10.82267507,1679.333333,United Arab Emirates
4.422853915,0.016922471,0.272535051,46.22098408,5499.428989,33.263,66.737,11.02239744,0.47553075,0.168796285,1.504756887,18.48738284,Lithuania
1.899677332,0.000923596,0.195725446,41.24709045,29899.1236,15.867,84.133,141.3355803,3.220851306,1.584301987,0.011072317,3.861471862,Sweden
4.024271194,0.001510321,0.115956037,34.99285776,1495.752138,57.024,42.976,14.52076755,0.524299323,0.112590273,0.13498596,2.835497836,Zambia
5.507273224,0.146150679,0.146821482,23.90937952,7191.069713,20.564,79.436,10.63525782,0.293096605,0.103194817,2.855616035,39.55331412,Dominican Republic
2.253682317,0.00182887,0.267255017,36.08092568,47481.48454,16.571,83.429,42.85738715,4.695507907,0.377000239,0.115213673,12.52881195,Finland
1.354244818,0.083333333,0.296623217,40.01516626,16924.19034,68.672,31.328,65.86694929,0.116467082,0.583719863,1.328435595,87.5,Barbados
0.218257646,0.040540541,0.336118199,55.94186317,66264.08117,0.865,99.135,664.9087429,0.41384971,5.419862593,0.671413297,431.0344828,Qatar
5.446957215,0.040951486,0.128141663,16.63474911,8167.472842,20.585,79.415,11.91336479,1.249549707,0.125390641,0.09363741,3.582074943,Colombia
30.99338421,0.175557859,0.103635657,29.29186598,1044.005237,49.969,50.031,26.57993079,0.049610413,0.323278166,0.15224333,5.344921534,Ghana
29.77426104,0.000614376,0.05991557,51.00885806,460.0670181,78.232,21.768,6.660946921,0.047274193,0.128465707,0.87427009,4.265234375,Chad
13.34122109,4.40E-05,0.557484302,52.24899869,4211.939435,31.837,68.163,25.23109222,10.69835622,0.209926718,0.051231414,3.302741067,Mongolia
23.74454012,0.022398764,0.165536238,12.24258363,1173.392309,64.181,35.819,1.325673244,0.037016757,0.012940973,267.2672866,119.5448132,Pakistan
10.37131368,0.005173419,0.080475218,37.9955192,5621.244026,40.093,59.907,12.7819459,1.967946703,0.214678299,0.161352049,1.835399711,Paraguay
2.02354111,0.241168478,0.329292335,53.25889801,31244.92578,32.018,67.982,126.9504055,0.350800141,0.960799255,0.165721893,22.43028978,Cyprus
29.72106714,0.002505869,0.056458259,1,221.6576621,77.5,22.5,0.411140449,0.002929997,0.006629159,104.6258202,54.75701944,Afghanistan
2.320375202,0.033296686,0.301020056,58.48593041,8380.038952,28.471,71.529,38.46821326,0.885032392,0.580915332,2.333095104,89.75,Oman
1.768273548,0.002877238,0.410127314,34.39500555,46710.50558,19.422,80.578,34.91202621,20.68331917,0.423638226,0.040258886,4.125365603,Canada
0.451341024,0.039473684,0.364742999,66.67331737,39212.63528,0,100,165.8634524,0.37173485,2.198614162,0.006029056,2889.769231,Kuwait
28.63596858,0.003059879,0.080076241,1,274.0006557,77.093,22.907,0.481810308,0.054016125,0.006497779,89.27975588,54.75701944,Afghanistan
5.647286778,0.213963964,0.32652399,30.3686139,5259.931741,46.07,53.93,9.566211228,0.147645751,0.094846433,1.411184584,13.49968981,Jamaica
0.900496788,0.012141215,0.346246851,32.59257911,25197.2656,24.626,75.374,67.26404031,0.206469341,0.733282899,0.594371878,58.63273534,Germany
10.16904785,0.026163221,0.716891436,32.60271402,3468.327063,53.461,46.539,10.83371356,0.160795241,0.131556935,1.890454518,42.07505003,China
0.645274319,0.015840422,0.245124092,68.83400371,44760.29124,2.397,97.603,70.19918745,0.19632301,0.710518092,0.712496376,73.73464373,Belgium
17.71630347,0.167664671,0.07449444,9.021168066,824.3580518,56.396,43.604,8.502989825,0.020212816,0.131320306,1.279003392,13.05664706,Haiti
12.34899897,0.022523074,0.871863834,26.98075653,1288.637543,60.224,39.776,6.519088667,0.045353258,0.098535198,3.014689343,40.37481194,China
10.54362481,0.210526316,0.19379099,44.91525424,4916.703914,54.653,45.347,16.36013619,2.592544695,0.178409337,0.040455719,1.260294485,Belize
20.96194186,0.089244089,0.259512944,24.4613665,801.983966,47.602,52.398,3.532338795,0.014129336,0.025480335,0.922895762,6.172725299,Georgia
21.90629593,0.093813031,0.111119172,14.22092679,2334.023543,48.843,51.157,40.84123081,0.201732994,0.378019537,0.138179942,9.668217054,Nigeria
6.886862735,0.020234292,0.31692358,54.34787058,1740.66833,31.234,68.766,1.658555618,0.013716064,0.013404636,97.1293565,79.64219502,Iraq
11.37331719,0.006256116,0.100756379,40.64258896,1630.190846,44.034,55.966,31.37065538,0.083766163,0.644955908,0.017899706,0.499722255,Paraguay
28.69632895,0.014564247,0.524974217,16.04444803,2628.460054,49.15,50.85,1.593200248,0.502980051,0.016700212,193.8317107,144.7089188,Uzbekistan
5.75069349,0.006179286,0.236134776,28.73391077,28209.36233,13.78,86.22,29.58040204,4.877471064,0.330507285,0.053012101,4.179095355,New Zealand
22.3283302,0.021851389,0.179190643,8.736717247,1468.822077,63.766,36.234,1.429188698,0.044714672,0.014232112,254.142915,122.5507638,Pakistan
2.278261186,0.001891107,0.329832051,40.27336705,39054.85044,17.095,82.905,37.44047878,4.324332457,0.339288435,0.148754934,14.1316525,Finland
3.593805161,0.004127967,0.130831752,61.45894175,17865.03109,31.858,68.142,163.5367865,2.69864416,2.30365948,0.006618349,1.080430171,Latvia
1,0.000587889,0.038564057,18.35370532,392.3557148,66.01,33.99,1.884469769,0.007706793,0.017746207,29.14436069,24.50766027,Somalia
1.24729892,0.026538248,0.306729799,59.09438735,22552.19901,24.839,75.161,41.86193285,3.84768737,0.494237696,2.558751553,107.1142857,Oman
23.93141331,0.024171889,0.046342196,1,769.0525992,84.328,15.672,5.826019588,0.020728275,0.077514896,1.442913724,17.50483809,Malawi
3.219154476,0.026039467,0.265942017,29.69766477,9399.964709,22.185,77.815,12.72112881,0.536375719,0.148403276,1.530480348,29.87006167,Mexico
28.48901653,0.151898734,0.20210408,27.20559478,1095.274459,53.232,46.768,95.66111331,0.181827385,0.866495592,0.013193824,0.975243811,Benin
1.610785803,0.003009782,0.356513544,43.83840887,40458.94117,14.64,85.36,414.3168193,0.565876658,4.696404662,0.025959737,17.45087435,Denmark
19.26001935,0.588235294,0.202224738,68.9706611,2578.498647,87.022,12.978,45.78249097,0.280098287,0.494464747,0.001069215,0.132242833,Papua New Guinea
1,0.000635959,0.038564057,18.35370532,392.3557148,59,41,1.884469769,0.064188055,0.021586137,29.16824009,24.52774059,Somalia
11.11780748,0.001773154,0.780942761,22.46839734,6354.53283,48.847,51.153,1.403183747,1.673230624,0.014666915,1463.687182,148.6666667,Turkmenistan
2.592622267,0.023972822,0.441834893,37.81486981,13995.7831,38.884,61.116,34.028311,0.426843148,0.358117354,0.622835199,39.32156456,Poland
6.037566951,0.048253676,0.470957859,35.11487575,4654.609552,52.827,47.173,39.19797409,0.764152218,0.398151083,0.030074851,2.778884462,Bosnia and Herzegovina
3.49019426,0.011012509,0.170936647,72.88100891,14376.94786,33.259,66.741,58.23572434,1.317179811,0.874016574,0.06957493,4.516222062,Lithuania
0.160021,0.024503311,0.316655736,66.75954952,55595.40848,0,100,196.6915356,0.282331106,2.868896377,0.005084103,2686.076923,Kuwait
0.45654257,0.407407407,0.538938052,1,17910.31718,46.164,53.836,70.355289,0.19941691,0.75854759,0.124442788,20.32648126,Trinidad and Tobago
1.194871772,0.013619271,0.154149185,156.5383009,2102.197948,22.778,77.222,110.8413415,0.302943238,1.132883703,0.057138729,6.333333333,Djibouti
8.609982841,0.833898688,0.37719816,112.1854808,6137.15061,32.517,67.483,33.59189355,0.639986305,0.364139767,0.030151601,3.012577598,Malaysia
2.946904725,0.05144183,0.171316184,42.68871122,13970.98323,44.077,55.923,71.58477031,0.905403322,0.775566309,0.025619308,1.537127612,Croatia
40.84812339,0.208905992,0.038382052,6.200000166,151.1885411,90.625,9.375,7.775036269,0.001884215,0.091773327,0.358106913,10.19286754,Burundi
24.23001696,0.000302557,0.152164031,24.7736084,629.7819094,60.52,39.48,2.330961994,0.132678938,0.042982888,157.7782053,14.45372372,Mauritania
30.59862821,0.398496241,0.088250286,10.13619831,1322.936775,71.53,28.47,96.60295998,0.019010128,0.981936979,0.008626375,0.833333333,Comoros
6.22847199,0.001510321,0.095406376,35.32467575,1249.923143,57.562,42.438,14.02913936,0.456645166,0.13241283,0.139716322,2.835497836,Zambia
27.85024148,0.166508088,0.044937866,11.51808264,235.8529749,84.799,15.201,37.19685577,0.001919928,0.314534549,0.02382163,3.161710888,Uganda
5.47443918,0.065563725,1,16.02177839,3403.296163,23.959,76.041,9.985805052,0.079703361,0.072261416,1.380814514,18.08427037,Cuba
17.64956891,0.588235294,0.179882799,68.9706611,2495.140474,86.898,13.102,60.50995631,0.556918308,0.604012341,0.000808979,0.132242833,Papua New Guinea
0.234654472,0.011873,0.131602745,197.5013375,116786.5117,9.019,90.981,1238.922712,0.411021352,12.00739205,0.004213338,4.328358209,Luxembourg
11.34243769,0.032595492,0.602235541,24.01302936,2119.855097,47.22,52.78,12.36194916,0.069604697,0.156897438,1.76026159,8.634023032,Romania
0.712338067,0.015600967,0.263021077,80.88061998,48303.39796,2.445,97.555,70.16238017,0.18659991,0.766132127,0.72795421,75.29484029,Belgium
2.29268797,0.001342382,0.289246799,62.11150937,18944.85735,18.351,81.649,22.27002882,2.820565089,0.163593835,41.71182797,928.9236111,Saudi Arabia
4.929407772,0.026971626,0.280480174,38.94172645,6215.986033,30.242,69.758,3.98301306,0.156064734,0.027503197,28.51812597,56.15589888,Iraq
15.24154756,0.030349883,0.215988495,14.67090075,2917.366245,36.46,63.54,3.380780602,0.146945851,0.039242955,10.62583121,49.70748437,Armenia
15.96882227,0.051747183,0.264041474,23.05985574,1075.998562,44.218,55.782,5.501763178,0.051848722,0.079539731,0.173503615,2.60143555,Nicaragua
5.242278337,0.005703405,0.13396782,67.90578337,3121.348735,42.476,57.524,84.65174148,0.101359255,1.370212714,0.005632776,1.871883289,Angola
79.04236246,0.142868806,0.14157031,1,302.8818868,54.983,45.017,17.24964168,0.001029519,0.203920578,0.003966459,0.247898551,Liberia
23.43229828,0.076574959,1,7.714617821,1910.604526,46.445,53.555,1.861926978,0.197394978,0.0134474,105.1594488,124.3601389,Syrian Arab Republic
18.84530872,0.112349118,0.23188826,23.01299115,2673.787803,53.269,46.731,5.750666976,0.054990312,0.098504059,0.905729754,8.420072115,Albania
2.008452758,0.18670667,0.109686821,29.43617352,31918.69349,28.961,71.039,51.89251973,0.350665389,0.533599175,0.355265393,29.64578377,Italy
0.0710328,0.166666666,0.219336816,184.0861181,22159.83325,0,100,71.1924117,0.007597074,1.337449027,4.751141897,338.24525,Singapore
9.086843681,0.046547304,0.531134054,62.94110601,1578.36733,47.611,52.389,1.871703943,0.079099463,0.020665827,77.68842698,52.10863325,Azerbaijan
4.280971614,0.029193374,0.193254546,28.33137683,15045.52785,12.51,87.49,7.071301696,3.332491189,0.070424277,0.565155378,8.982121089,Chile
3.088110995,0.003108808,0.520648108,84.5681702,19056.00192,31.878,68.122,12.48129833,2.638691075,0.149262118,1.101884601,18.91774892,Estonia
36.91488244,0.00246797,0.072572752,11.42173345,550.9635431,83.483,16.517,4.727318293,0.897578968,0.039460086,15.6132483,11.02093771,Niger
34.14251398,0.0146904,0.057026938,21.81557441,310.929711,72.337,27.663,0.532465413,0.011478132,0.007411824,7.470294772,11.21737238,Madagascar
6.935572291,0.007684098,0.263431029,23.0266946,5890.978002,9.8,90.2,13.68804726,1.450755652,0.181322655,0.859671924,9.532879637,Argentina
7.019602139,0.213963964,0.279364541,38.03608075,5626.170403,44.015,55.985,11.06231946,0.27266173,0.109974346,1.127560657,12.4734362,Jamaica
58.15447086,0.04178273,0.074790932,18.24693558,506.6069082,57.516,42.484,24.079265,0.150695902,0.312433697,0.005507851,0.495794393,Sierra Leone
14.98751956,0.008785763,0.189398805,22.94909148,1484.227069,52.808,47.192,7.127263637,0.436362678,0.042912058,1.645499252,16.0861244,Senegal
57.74673782,0.04178273,0.09518874,23.7019886,515.4478314,58.772,41.228,21.3095857,0.11339716,0.227983157,0.006223725,0.495794393,Sierra Leone
1.553192647,0.018514655,0.21789163,62.23701352,52722.21306,13.712,86.288,63.78556994,0.182888623,0.63881392,1.626187127,21.66318587,Netherlands
34.1379986,0.016299137,0.074393179,13.36275333,317.8776781,61.931,38.069,25.31687756,0.039697574,0.281361164,0.002030995,0.335648148,Central African Republic
10.84240174,0.057846426,0.224885536,34.09305747,3498.58252,37.006,62.994,11.69506681,1.034114591,0.10929969,3.117435863,50.75121202,Morocco
0.626446261,0.016336527,0.072316587,63.82895575,83806.4476,26.282,73.718,406.8886038,0.417370165,4.216462216,0.010377697,6.506167048,Switzerland
7.23906141,0.021775991,0.806700185,43.21862312,2391.323975,32.031,67.969,7.22636265,0.055798074,0.115437103,3.776151518,19.48121275,Ukraine
9.842730756,0.266236162,0.178984753,21.8579266,5645.19929,35.834,64.166,9.457832667,0.998320332,0.098396095,0.236985085,6.782352941,Ecuador
1.481830296,0.003064816,0.127842094,38.57518873,74809.9658,18.909,81.091,143.0475446,6.813819318,1.404492338,0.004965764,2.063498099,Norway
4.9193713,0.082417581,0.324488096,51.92639854,3474.120757,33.318,66.682,6.034533253,1.934991788,0.095543592,0.10460278,4.008445585,Suriname
15.36142994,0.00150336,0.098307567,27.13367833,399.0990779,64.525,35.475,5.642472656,0.033797612,0.130100822,0.347383119,2.835497836,Zambia
24.66257721,0.095058302,0.140708829,21.23633657,1876.412777,59.181,40.819,25.95903468,0.04157897,0.32099709,0.207974742,9.249147287,Nigeria
1.222196519,0.454545454,0.214499519,69.28925184,18521.36258,27.579,72.421,135.4714443,0.291673846,1.476367091,0.007989528,3.466465712,Brunei Darussalam
7.330191907,0.166057524,0.168807728,28.98177756,3304.974183,33.675,66.325,22.46552096,0.063807354,0.223537522,0.271383856,5.944645456,El Salvador
1.377368456,0.025255973,0.33380643,62.68214104,16151.27584,26.473,73.527,39.37531708,1.981218099,0.566714408,2.476533345,97.51428571,Oman
12.08190261,0.043183917,0.230609364,31.95448427,3302.453125,41.419,58.581,9.079461258,0.625393804,0.091003922,4.015504847,50.75121202,Morocco
43.99991803,0.338237781,0.1218105,18.84933774,543.5624692,60.284,39.716,4.871249825,0.042409913,0.054543162,0.224531699,1.495726496,Guinea-Bissau
44.13561101,0.323456273,0.110011414,18.2571916,616.1599287,58.69,41.31,5.589777899,0.051345514,0.056043492,0.195669671,1.495726496,Guinea-Bissau
2.369464259,0.023411141,0.222119336,53.19533562,15700.01358,39.963,60.037,63.61361513,0.6485428,0.706190221,0.263483765,31.0971928,Poland
22.70272616,0.019182048,0.078765509,9.640399923,1936.250752,72.005,27.995,20.84204813,0.27953447,0.165478747,0.934565583,33.23990107,Kenya
50.76048745,0.043006268,0.090889403,33.01483605,558.1797747,60.358,39.642,19.90690013,0.026581378,0.176557873,0.006662263,0.495794393,Sierra Leone
1.578974074,0.019586741,0.204103223,75.50306831,54230.3129,12.121,87.879,73.50409826,0.18466834,0.714047972,1.260288417,19.34687678,Netherlands
1.174415576,0.002628614,0.250690755,51.48253505,58487.04601,13.707,86.293,530.369844,0.622766385,6.177866558,0.01745323,15.01892915,Denmark
0.946593335,0.454545454,0.181667261,70.16844716,25991.2062,26.837,73.163,136.6822606,0.524049568,1.508967328,0.007918752,3.466465712,Brunei Darussalam
10.4084313,0.068965516,0.283091384,51.92639854,8907.838127,33.944,66.056,8.323166336,11.59243605,0.084999656,0.074745738,3.950609365,Suriname
4.982165255,0.233050848,0.531298135,37.54402476,3819.284231,47.375,52.625,11.13189266,0.040652787,0.105806413,1.040476837,11.58247647,Jamaica
8.607741802,0.005530926,0.107301591,40.83628983,2487.500996,34.486,65.514,118.6439861,1.156067017,1.120022525,0.004018951,1.871883289,Angola
16.83705384,0.073666384,0.173576573,25.30241812,4370.539711,50.009,49.991,7.948631376,0.221816881,0.112523094,0.572009348,7.350120192,Albania
1.586548077,0.003090843,0.346467274,31.73657587,50955.99832,18.782,81.218,42.35901547,22.04116073,0.453279994,0.030238597,3.759526262,Canada
3.712045144,0.028481013,0.223173456,43.8656742,9418.062718,13.158,86.842,4.955392157,1.570299926,0.05686702,0.806289411,8.980089395,Chile
9.355655707,0.164597949,0.258030698,31.93176797,3579.032244,37.896,62.104,7.278391177,0.188206501,0.083958832,0.3079479,6.782352941,Ecuador
12.2200948,0.024501816,0.328086103,20.87248521,3967.20066,28.541,71.459,18.55802378,2.535617836,0.179599572,4.422148057,129.8719572,Algeria
2.761942023,0.10201531,1,8.168455175,9499.590202,22.806,77.194,11.64910521,0.653248144,0.164095016,1.566891645,23.93944607,Cuba
8.105018425,0.043798986,0.723697563,20.58798523,2031.402244,56.67,43.33,31.60847396,0.048523345,0.430985464,0.033633341,2.505976096,Bosnia and Herzegovina
6.041477525,0.146150679,0.117473367,18.29569716,7167.914932,17.46,82.54,11.66975855,0.361011041,0.097736671,2.602471391,39.55331412,Dominican Republic
13.37920077,0.368015414,0.084895915,24.8414871,2007.02666,81.743,18.257,4.31868582,0.05840472,0.047510295,5.677407529,90.78541374,Sri Lanka
2.722890862,0.199181478,0.309298409,27.07336223,12936.69282,44.334,55.666,19.48217463,0.170097674,0.21909778,1.377498626,20.49012284,Portugal
3.405014523,0.064404223,1,18.71345473,4336.87333,23.773,76.227,12.42027871,0.105475126,0.139303261,1.112303807,18.11912954,Cuba
24.89227001,0.003059879,0.123912643,1,387.8492881,76.68,23.32,0.569952609,0.045411668,0.007719797,75.47277791,54.75701944,Afghanistan
2.758357982,0.084896347,0.428173824,52.70458008,2216.945182,20.515,79.485,28.89922946,0.200966458,0.398555088,4.394885264,95.93531953,Jordan
3.287314857,0.012586461,0.745797819,65.43502006,10412.64431,31.265,68.735,11.9002448,1.922729235,0.179220554,1.101273883,18.02705628,Estonia
25.4400079,0.023557721,0.252744382,91.00794049,5461.390076,73.6,26.4,2.791444242,8.070160464,0.034710821,0.214749258,3.298401827,Guyana
1.841993949,7.73E-05,0.208432957,42.92004249,6705.341062,31.3,68.7,78.24775157,9.771858174,0.769095258,0.102771856,2.018195127,Botswana
3.403265348,0.023388081,0.339173602,22.66672117,7613.142978,24.955,75.045,12.69095251,0.137649409,0.165268297,1.325105106,25.80044863,Mexico
6.586675992,0.022053306,0.24514168,47.973343,4946.564017,33.903,66.097,18.85498818,0.701371112,0.356629245,3.349699937,99.94994265,Algeria
2.368456866,0.169995025,0.212140263,25.62392917,35510.72223,22.024,77.976,35.70797207,0.64691673,0.384908613,0.875910241,47.41649625,Spain
15.24154756,0.030823677,0.234716672,18.18935698,3064.279961,36.261,63.739,3.011839709,0.057058143,0.035868045,14.58016067,60.762558,Armenia
