CO2 emissions (kg per PPP $ of GDP),GDP per capita (current US$),"Life expectancy at birth, total (years)",Air Temp (Kelvin),Energy Access Ratio,Internet Penetration Ratio,Urbanization Ratio,Water Productivity vs. Crop Production Index,Freshwater Withdrawals to Water Productivity Ratio,Cropland Ratio,Crop production index (2014-2016 = 100),Country
0.121435122,239.1248198,49.021,292.07,0.021190162,0.000721964,0.188057645,0.212851506,0.102842985,0.14808462,81.92,Rwanda
0.171765222,554.5947346,60.851,287.49,0.461358314,0.092548789,0.311251852,0.008829792,54.36534081,0.003112553,89.61,Afghanistan
0.122408047,1383.813864,56.582,300.07,0.363318545,0.102256229,1.064366962,0.289134754,0.017090694,0.154639175,80.68,Cameroon
0.404963631,11525.90197,75.69512195,281.74,1,0.473409508,1.564365576,0.348426491,0.621781896,0.02388117,99.12,Poland
0.210583605,50250.21153,79.3902439,279.7,1,6.251351626,3.363763309,1.276453266,0.005469451,0.004807692,96.69,Norway
0.186925081,5509.568054,72.093,297.58,0.894590959,0.155173079,2.809959233,0.109922178,3.873381588,0.166875261,71.33,Dominican Republic
0.193540681,6148.706961,73.399,298.78,0.894267468,2.768136812,0.834694065,0.233815993,0.030206937,0.188235294,93.71,Belize
0.295122826,6570.96327,61.959,297.8,0.894607843,0.864569503,4.698655117,1.021352252,0.001130618,0.081250493,73.45,Gabon
0.960479068,559.827709,63.518,273.55,0.325739001,1.265169813,1.457243955,0.242819725,0.178425713,1.54E-05,33.53,Mongolia
0.404485183,6862.757687,73.51219512,285.12,0.010693865,0.678610184,2.61036898,0.091196379,3.555026376,0.032462391,87.54,Bulgaria
0.496910751,1738.383411,72.147,291.82,1.0069114,0.080419866,3.604687572,0.607425791,3.693125025,0.086105675,45.63,Jordan
1.762223779,383.343068,66.604,287.72,0.842527583,0.018662244,0.889930451,0.012737417,496.6654322,0.012682097,50.88,Uzbekistan
0.109196528,1272.082434,61.891,302.48,1.408714937,0.327705878,0.75432441,0.062842426,92.10741573,0.000277351,58.23,Mauritania
0.207667812,4021.754204,72.39,282.88,0.688,0.479608268,1.268551076,0.072749236,0.410624212,0.051179168,99.91,Georgia
0.262526263,41640.08087,79.53414634,283.36,1,0.318551026,3.2333418,1.052480836,0.31242402,0.011681416,91.69,Germany
0.149811841,3555.1621,71.771,299.62,0.864870734,0.077409054,2.128519585,0.388813531,0.090616649,0.157156673,102.52,El Salvador
2.075313609,1418.806266,66.075,290.48,1.001509283,0.073520307,0.880123336,0.003343509,4714.444579,0.00171184,125.82,Turkmenistan
0.540225041,23821.44559,79.39804878,277.82,1,17.39886603,3.952947003,0.500000727,0.051767496,0.002691322,56.67,Canada
0.198819434,50070.1416,81.10487805,283.31,1,0.186884276,7.762705924,0.718890997,1.409318427,0.019438562,96.19,Netherlands
0.106914991,13047.45768,74.25365854,285.35,1.000047839,0.936971401,1.183120115,0.375040909,0.462604179,0.030608491,87.26,Romania
0.194170202,37226.75719,81.63658537,287.42,1,0.244349281,2.145544336,0.492216319,0.330975178,0.18440325,112.99,Italy
0.270048278,6612.902252,68.253,294.34,0.98259339,0.11256412,2.288932741,0.024493562,31.29090747,0.028204767,155.09,Iraq
0.424356469,12549.03689,78.38780488,287.88,1,0.129765025,2.691807878,0.204564232,0.684483324,0.134155013,112.37,Greece
0.066234109,225.9473111,47.946,301.48,0.663934507,0.023659899,0.277171831,0.080835209,1.303216864,0.000615637,54.51,Chad
0.360128733,13776.3894,76.69512195,282.08,1,0.49840583,1.549719531,0.39119649,0.615723384,0.026388795,92.25,Poland
0.088700682,794.0925593,67.47,294.29,0.321745915,0.058478287,0.211504446,0.022881268,2.131664836,0.050473186,98.24,Nepal
0.2165475,2051.158774,69.598,299.23,0.689149566,0.005190298,1.466942964,0.115299052,0.83618573,0.183674969,101.15,El Salvador
0.28511508,1754.582365,70.823,289.65,0.986435548,0.049321379,1.545306455,0.467131881,3.014235477,0.014460595,36.67,Algeria
0.136944724,43846.46608,82.11463415,285.77,1,0.652088657,3.677706053,0.792773137,0.191856766,0.034877037,99.1,France
0.226609355,6050.354611,76.369,294.09,0.959864466,0.636248154,1.711864407,0.111206624,0.232548309,0.195527752,86.67,Ecuador
0.176220265,13165.38634,79.377,284.63,1,3.327386044,7.147967082,0.06643907,0.57478371,0.031699554,104.65,Chile
0.346295177,22494.60002,80.55365854,292.49,1,0.085536166,10.87648456,1.563090372,1.197902624,0.137185535,99.17,Israel
0.371596251,27601.40006,76.792,299.62,1,0.189721264,inf,3.607196821,0.005571213,0.02,49.76,Kuwait
0.080228783,2876.043664,63.085,301.53,0.142194745,1.280776962,3.527960154,1.005785056,0.039730616,0.013619271,158.49,Djibouti
0.190872549,430.9929451,59.038,297.15,0.160191647,0.198749351,0.536712051,0.111372235,0.13062267,0.007315341,100.95,Mozambique
0.384535644,11777.15566,76.00731707,284.09,1,0.281106402,1.034877806,0.326757752,0.125496918,0.059405941,117.45,Slovenia
0.110817536,47236.67154,81.54146341,300,1,0.009817733,inf,2.158781258,1.172381646,0.135135135,86.89,Singapore
0.136459096,14331.75159,74.5804878,280.38,1,2.535463335,2.127052128,1.421318675,0.007306453,0.004142931,105.65,Latvia
0.201990708,3094.443079,68.679,298.46,0.432288901,0.084021101,0.996565907,0.039105815,2.48400944,0.377697842,92.62,Indonesia
0.113008171,605.1225465,58.61,300.13,0.063953488,0.053552411,0.7157073,0.060122453,0.193800348,0.319960683,93.87,Guinea-Bissau
0.212741552,43950.05706,74.799,299.43,1,0.825633589,3.166145898,1.531865715,0.007478394,0.447761194,94.48,Brunei Darussalam
0.215183847,58163.63853,78.59756098,282.06,1,0.628922733,6.492881762,4.204584194,0.026027699,0.002277904,100.47,Denmark
0.213152997,722.1312268,60.416,298.5,0.02259887,0.321332943,1.010211876,0.194051116,0.003350253,0.105623389,112.21,Liberia
0.072941065,3852.389968,76.393,300.18,0.315081612,0.167102928,0.230209013,0.065737385,3.42374876,0.355618777,108.94,Sri Lanka
0.137883504,9121.020092,75.109,297.3,0.963891675,2.801109295,6.445461991,0.246409932,0.04345343,0.032742483,109.71,Brazil
0.282133136,26716.64883,80.38780488,288.33,1,0.514610603,3.21798549,0.244470976,0.698408779,0.151822673,99.52,Greece
0.132410773,1,60.597,297.68,0.165229614,0.108902329,0.451357745,0.029892747,5.613490541,0.000265887,123.87,Eritrea
0.197677777,6246.404252,76.972,294.44,0.952620968,0.830001466,1.752546105,0.108101589,0.221373897,0.255813953,93.66,Ecuador
0.428200132,32012.1352,79.722,300.71,1,0.411113144,inf,1.49020112,0.006689765,0.04,100.31,Kuwait
0.087056613,781.6443676,60.502,300.18,0.038755318,0.229347699,0.765536723,0.062581997,0.160178452,0.30670707,109.11,Guinea-Bissau
0.254375953,21787.78776,81.28536585,288.56,1,0.703749893,3.415985869,0.220222141,0.870336824,0.157136866,89.28,Greece
1,18123.1987,76.456,297.91,0.01,0.03630442,16.64602082,1.03718107,0.104154236,0.170430337,115.36,Puerto Rico
0.383958144,52223.69611,81.48268293,276.66,1,21.67031254,4.289885738,0.499001729,0.030805359,0.00309707,81.26,Canada
0.222941579,26697.00586,81.328,292.71,1,0.617337912,2.015317814,1.099901112,0.266621715,0.209520672,94.43,Cyprus
0.933125926,7049.797505,68.74,290.79,0.99956845,0.811376064,0.981807012,0.011598653,1836.469829,0.001773154,93.7,Turkmenistan
0.195327165,2742.25005,64.259,295.61,0.475508011,0.34777136,0.149266768,0.520873412,0.000941676,0.588235294,99.8,Papua New Guinea
0.249265937,4241.01191,75.421,290.95,0.99798995,0.524755846,1.999130252,0.15854627,5.50269966,0.235405459,85.14,Tunisia
0.65558436,412.9622962,46.849,285.35,13.57873682,0.003965303,0.251047752,0.232423344,0.024369239,0.001713796,147.86,Lesotho
0.421010821,3941.122666,73.344,298.47,0.993694458,0.37255837,1.697017099,0.360277448,0.037312726,0.832733554,72.84,Malaysia
0.263347865,709.1406701,57.304,300.41,0.11041921,0.024828606,0.600845246,0.211382131,0.102543906,0.055934516,89.46,Togo
0.071070652,4360.584742,75.748,299.55,0.292210984,0.133891168,0.226632648,0.07572972,3.258217239,0.35566937,99.37,Sri Lanka
0.321471377,11045.58098,75.146,298.68,0.968675846,0.683426844,2.784581615,0.467126732,0.023015186,0.865372729,99.22,Malaysia
0.102037456,1376.829206,61.389,294.47,0.241942615,0.165180372,0.329681142,0.196902439,0.787062355,0.019182048,100.35,Kenya
0.329972368,34406.16902,81.41634146,283.47,1,0.110460453,3.997501249,0.402338538,0.444129502,0.072814521,113.78,Japan
0.143655212,28185.32137,83.28292683,288.34,1,0.907059292,4.020080321,0.427506426,0.641704955,0.179931722,98.65,Spain
0.183466377,497.0203654,59.433,298.22,0.076109335,0.055109061,0.916186023,0.188449795,0.004217298,0.105142643,91.79,Liberia
0.204034139,11820.77616,72.91463415,280.24,1.005026821,1.184178777,2.015863442,0.325736521,0.39919356,0.010301227,71.89,Lithuania
0.270685266,10160.82935,75.938,298.94,0.942,0.886244137,3.378283713,0.511328998,0.022518343,0.870376852,100.43,Malaysia
0.057765537,52837.90398,82.35609756,282.38,1,3.718990598,7.317391666,2.112626002,0.00670293,0.001157862,102.54,Sweden
0.278884519,5077.551636,72.394,299.05,0.906217071,0.163630283,1.214005801,0.175676775,0.448599321,0.213963964,97.31,Jamaica
0.188885772,3407.850912,51.246,295.78,0.948959927,1.61512562,0.554388037,0.298145799,0.18539917,0.0001288,82.79,Namibia
0.257663512,5273.148923,71.911,298.49,0.877076936,0.212375582,1.241047017,0.108391494,1.159121971,0.213963964,99.28,Jamaica
0.134067068,5233.457171,76.194,290.82,1.019914763,1.05973175,13.96781919,0.17581336,0.397231995,0.002696872,56.84,Uruguay
0.451471763,16164.16133,73.802,299.11,1,0.158114852,1.136021873,0.657843123,0.124464236,0.407407407,106.93,Trinidad and Tobago
0.577509509,3502.213118,70.758,298.07,0.873351373,0.01593526,1.085636223,0.102050925,0.962182022,0.229645094,109.59,Jamaica
0.238935208,9732.226524,63.083,297.6,0.946360394,1.207844733,5.393453104,0.905895217,0.001134884,0.080665366,82.5,Gabon
0.093089722,1502.950754,62.261,295.63,1.058450212,1.213942743,2.014318011,0.981619044,0.004289209,0.005530926,113.25,Angola
0.395796972,4725.193573,70.413,295.37,0.988142525,0.284881297,2.364511137,0.057176663,28.27607199,0.027027027,75.67,Iraq
0.386087657,18295.34293,77.64146341,279.44,1,2.882171864,2.180965105,0.165835316,1.022050199,0.002991027,81.3,Estonia
0.114937339,76131.8384,82.6097561,279.86,1,6.667157437,4.51602405,1.510998146,0.004711799,0.003061581,98.95,Norway
0.332068288,8380.959296,73.337,297.65,1,0.60667837,4.07717303,0.142444459,48.99690897,0.001110517,121.47,Saudi Arabia
0.152307764,61191.1937,80.3,281.64,1,0.674128912,6.869058861,3.073700938,0.05830292,0.009665145,93.84,Denmark
0.656976928,7180.459552,69.002,290.91,1,0.526818396,1.085418752,0.01274194,1195.434271,0.001773154,129.47,Turkmenistan
1.800737622,456.7062895,66.087,288.05,0.841423354,0.010434296,0.872869611,0.012513478,539.1293231,0.012589204,48.75,Uzbekistan
0.326813154,4171.795309,76.066,288.71,0.999621217,2.78572067,2.653501882,0.155293558,4.864848449,0.024468767,115.36,Algeria
0.148790434,51786.37717,81.4902439,283.94,1,0.782061439,1.354381504,1.003874057,0.058565429,0.024095498,107.93,Austria
0.241622851,1249.397694,67.649,298.45,0.188729499,0.029557333,0.84986496,0.043916689,2.164160192,0.34525325,76.85,Indonesia
0.179379776,42136.12079,80.9902439,283.1,1,0.357066568,3.390586582,1.480205661,0.162674608,0.012005523,94.87,Germany
0.218586465,46705.8958,80.43658537,283.14,1,0.352880437,3.378283713,1.163029805,0.269772228,0.011962438,90.66,Germany
0.096667434,191.7512925,55.149,291.48,0.075444233,0.004398725,0.189046504,0.063172229,2.049674722,0.024050966,51.31,Ethiopia
0.172449239,706.892692,60.553,298.27,0.016528926,0.327316402,1.028274142,0.235999927,0.00326997,0.103961992,94.53,Liberia
0.268129604,8679.897422,79.654,287.94,0.010014831,0.130914444,7.642295394,0.260670897,1.336951824,0.202206974,108.32,Lebanon
0.047655385,454.4432661,62.209,295.1,0.190909091,0.034124832,0.197690852,0.072938411,1.206974549,0.03539823,95.49,Malawi
0.169424983,44452.23256,82.80487805,293.31,1,0.207432038,12.33511135,3.202865768,0.503968846,0.15726817,96.15,Israel
0.051017166,664.5976565,48.312,301.74,0.483817167,0.050249345,0.278788731,0.116258771,0.755530337,0.000613121,66.76,Chad
0.061422077,1469.36145,56.799,294.75,0.727272727,0.161699253,0.648940556,0.111489259,0.186437579,0.001536098,94.3,Zambia
0.146013434,8801.759475,72.715,296.87,0.944922248,1.467548014,5.153467479,0.282247125,0.049111016,0.047597015,84.62,Brazil
0.470652536,25836.27079,75.263,300.3,1,0.10552968,27.62049227,3.418076513,1.553764848,0.045248869,58.68,Qatar
0.543726935,5888.776852,72.66341463,285.91,0.010900218,0.484224882,2.481651696,0.13810416,4.012032958,0.036942924,53.3,Bulgaria
0.130618882,480.4386022,54.155,300.34,0.15133227,0.042770175,0.637572463,0.058094222,0.239531471,0.346147722,78.6,Guinea-Bissau
0.277518055,15797.78213,77.2195122,288.87,1,0.259570845,1.287648983,0.225412627,1.327528374,0.200318328,87.63,Portugal
0.322928304,7149.791498,77.889,287.32,0.010068563,0.062275054,6.80457348,0.35133649,0.952174445,0.211161388,86.09,Lebanon
0.17248584,6975.695197,66.189,297.99,1.015416715,6.058263006,8.071117562,1.037897263,0.000799688,0.077246042,102.19,Gabon
0.073824858,348.0013483,60.721,291.6,0.117391304,0.01352059,0.215583784,0.061903559,1.614331855,0.031162939,76.5,Ethiopia
0.088545713,18131.57885,77.366,290.79,1.00344095,3.171521573,18.78239367,0.145992012,0.25281955,0.002694282,107.55,Uruguay
0.065632953,472.2605905,56.506,297.77,0.134309946,0.002949512,0.398738338,0.010556916,2.930363319,0.104097092,107.12,Myanmar
0.550854225,5735.066787,64.747,291.34,1.009535161,1.161010632,1.88525347,0.200382122,2.320968648,0.004286856,91.43,South Africa
0.799257666,2867.472552,57.261,289.98,0.83048433,0.163012218,1.345655845,0.21618841,1.643094199,0.004081091,81.35,South Africa
0.34539452,17233.13856,77.20731707,282.94,1,0.411571588,1.053725458,0.330992434,0.12106126,0.058943089,122.37,Slovenia
0.26483398,27244.34375,80.771,292.71,1,0.544275209,2.033152355,0.874898386,0.313595311,0.247751881,101.4,Cyprus
0.426084312,25790.73031,79.246,298.99,1,0.054927093,7.956560681,1.843189953,29.31593832,0.348837209,85.37,Bahrain
0.121427731,5396.214227,79.282,287.31,0.816,0.658078145,1.579247376,0.106400249,0.366699314,0.073253833,107.76,Albania
0.869294012,1894.460083,67.95682927,282.37,0.934068933,0.046121019,2.104625893,0.106131448,4.086085716,0.021813868,63.11,Ukraine
0.155650826,6838.936735,72.953,298.26,0.904014518,0.251701514,3.665484744,0.100648553,3.045777226,0.146150679,99.07,Dominican Republic
0.221559767,12848.74048,76.124,290.53,1.003692797,3.382601791,10.09877913,0.166319483,0.830286388,0.007979674,93.47,Argentina
0.315719798,31266.60532,81.60243902,294.42,1,0.191602393,11.23391241,1.943174995,0.95024537,0.153221011,96.76,Israel
0.24149795,32591.35031,80.87317073,286.67,1,0.608178122,3.492362983,0.371654288,0.893668038,0.171761177,94.7,Spain
0.114408035,2728.022683,51.497,300.03,0.05469906,0.086216767,0.826350586,0.386414409,0.166188309,0.098321733,87.88,Nigeria
0.170356649,3895.618152,68.808,298.71,0.870551831,0.371048582,1.306326253,0.041897784,2.389281127,0.401284109,110.17,Indonesia
0.123977618,1049.121794,60.365,295.03,0.27826087,0.086010202,0.301795176,0.206758358,0.893899286,0.017775334,80.76,Kenya
0.323947797,5785.534975,74.12926829,280.73,1.007676449,1.597391136,3.573310162,0.398697146,0.101733718,0.013421239,101.3,Belarus
0.045165453,988.1941606,50.009,301.37,0.322939866,0.194230593,0.282939471,0.146851408,0.595548403,0.000709436,67.05,Chad
0.137037736,221.8659075,61.599,298.59,0.086768347,0.000893136,0.387848003,0.009296935,4.149020375,0.079552517,85.91,Myanmar
0.049463278,435.4692482,54.604,300.37,0.051928787,0.998731549,0.730043943,0.245383769,0.001859464,0.015748031,112.69,Central African Republic
0.080510428,519.6499835,59.796,298.77,0.026819923,0.145071013,0.725774441,0.25771485,0.005797219,0.04178273,88.77,Sierra Leone
0.282778066,8191.512832,73.808,299.61,1,0.768172845,2.514814945,0.493644014,2.361309954,0.036298568,77.89,Oman
0.262641534,8255.209211,78.765,287.36,0.01003945,0.127000163,7.19000819,0.332986794,1.196385298,0.193939394,87.27,Lebanon
0.069606657,407.58899,50.453,294.15,0.304347826,0.002639747,0.175972529,0.079735925,2.215371159,0.026104418,47.37,Malawi
0.213367816,333.7139384,66.514,284.9,0.546827795,0.006033162,0.360729351,0.005914778,47.66476535,0.025042808,63.61,Tajikistan
0.213468782,654.8407271,57.564,300.74,0.915425598,0.019059102,0.679656006,0.084354849,1.290951755,0.005682464,67.82,Senegal
0.394806563,5536.83797,74.096,299.15,0.993504381,0.616316921,1.993474226,0.364697403,0.031414167,0.826977984,87.82,Malaysia
0.270463109,22376.2979,80.22926829,287.31,1,0.145322065,2.065791894,0.418271379,0.506609058,0.17069338,107.89,Italy
0.150703282,303.8588056,52.752,297.82,0.037890653,0.00109228,0.807435791,0.196523014,0.003936058,0.145871827,86.5,Liberia
0.2761195,24792.12798,78.97073171,283.98,1,0.632127664,1.102297812,0.445782412,0.114238776,0.081424367,99.15,Slovenia
0.188426476,135.1797056,60.416,297.98,0.051219871,4.11E-06,0.373777338,0.007372372,6.761310187,0.058049182,66.48,Myanmar
0.356958592,19035.00197,79.45121951,292.95,1,0.058512317,10.53402537,1.251773283,1.718837096,0.14920071,95.65,Israel
0.377013282,7143.999446,74.211,298.43,0.991061199,0.67546977,2.160556258,0.38933119,0.028743335,0.843510806,91.11,Malaysia
0.102285695,1900.397836,63.89,299.94,0.288776797,0.215573347,1.209895914,0.348902513,0.135601795,0.199962727,101.05,Ghana
0.16595596,3471.051269,71.831,299.64,0.859303046,0.068339458,2.047572608,0.24855468,0.167329006,0.161638793,116.72,El Salvador
0.182568645,41008.29672,80.99268293,284.08,1,0.228433413,46.08097928,1.158270262,0.287526292,0.016942771,99.94,Belgium
0.223719333,6374.631486,76.622,294.3,0.951745234,0.709539647,1.721903155,0.101218859,0.224059007,0.258812785,98.83,Ecuador
0.357349167,1408.36781,57.458,293.96,0.740573777,0.442345137,0.484869183,0.050847511,5.002453515,0.00617284,110.27,Zimbabwe
0.361208665,1422.831339,67.034,295.07,0.767524649,0.001720191,2.179650238,0.012281604,112.6707994,0.02237927,131.67,Iraq
0.560103489,6204.929901,63.95,291.53,0.982415006,1.127174315,1.843170704,0.184548814,2.241708607,0.004286856,100.68,South Africa
0.226749048,38259.6811,82.15365854,293.2,1,0.197595357,11.66464032,2.429757463,0.631349639,0.180769946,102.91,Israel
0.07817112,1089.576355,61.332,297.7,0.096988538,0.021874736,0.836581021,0.130322889,1.229968369,0.15819209,68.98,Haiti
0.077514745,771.5350027,60.415,298.05,0.092672581,0.019285563,0.743314389,0.129904053,1.279974386,0.167664671,64.86,Haiti
0.266780659,6437.503076,68.023,294.92,0.973816717,0.091059275,2.271394923,0.025167056,36.73453779,0.029176635,134.28,Iraq
0.13134715,110193.2138,82.09512195,282.93,1,0.420328551,9.783996549,15.56666895,0.003254456,0.011848305,90.01,Luxembourg
0.077033416,400.5406934,53.693,298.8,0.034897397,0.006504018,0.635483449,0.159401586,0.0081363,0.038164249,102.26,Sierra Leone
0.220658943,8036.919948,62.618,297.68,0.937722176,0.958839204,5.150818059,1.002900729,0.001097337,0.08085947,77.07,Gabon
0.660561226,1045.014165,67.346,286.23,0.833523791,0.485324984,1.091568886,0.020503321,89.1593366,0.046856927,75.33,Azerbaijan
0.586827536,2419.718744,69.99,288.43,0.854848851,0.386174254,1.038735984,0.016559697,205.9711001,0.014684757,90.28,Uzbekistan
0.222400266,49892.22336,80.97560976,279.72,1,5.113155762,5.722689076,0.625632413,0.051121434,0.001505424,104.57,Finland
0.125048559,8173.344646,73.577,298.17,0.918181818,0.353895915,4.502971605,0.104132626,2.427579084,0.146150679,120.14,Dominican Republic
0.049501014,837.0958843,57.965,295.04,0.061643836,0.027703005,0.248408279,0.444339686,0.038202727,0.153150017,96.22,Uganda
0.17689425,805.9046858,57.125,300.88,0.091947578,0.017586714,0.681887751,0.913167197,0.021783326,0.080367394,63.45,Benin
0.144091504,1709.515534,61.092,295.95,1.143950243,0.992066266,1.789322474,1.179619643,0.003960211,0.005282726,102.07,Angola
0.290641727,7574.191264,74.81219512,285.65,0.010273498,0.911170545,2.895446223,0.090512655,2.942684346,0.028082055,101.71,Bulgaria
0.038564057,392.3557148,53.161,299.72,0.027046106,0.069424144,0.711098183,0.017142452,29.16824009,0.000567859,109.93,Somalia
0.261331702,3960.924849,75.692,291.14,0.998998999,0.62505427,2.130478337,0.105368816,6.839452825,0.238661786,119.88,Tunisia
0.288869085,8386.589202,74.81463415,285.12,0.010197332,0.972845134,2.947732028,0.087888401,2.832464184,0.029444162,108.23,Bulgaria
0.229345198,11420.994,73.48292683,278.91,1.002477283,2.029778165,2.109549426,1.33985497,0.019443351,0.003878116,62.36,Latvia
0.107880725,53891.46229,81.74390244,299.56,1,0.009642556,inf,2.570179327,0.803590422,0.136986302,90.85,Singapore
0.256579829,1635.039364,62.571,295.53,0.46379109,0.072960195,0.150152395,0.414775685,0.001381629,0.588235294,85.42,Papua New Guinea
0.095634263,1357.266229,63.237,296.59,0.091626082,0.019797085,0.400933021,0.949582434,0.008349146,0.393939394,105.11,Comoros
0.090686976,702.3386033,56.393,298.55,0.026554263,0.061228812,0.678753693,0.228299655,0.005262479,0.04178273,110.39,Sierra Leone
0.880135461,1490.926751,65.76,278.15,0.858003011,0.182808742,1.281594378,0.054364943,8.976598145,0.000586986,66.33,Kazakhstan
0.168553064,1652.15369,49.73,300.68,0.021016327,0.034991067,0.665084836,0.279752209,0.215037046,0.092311638,88.39,Nigeria
0.114465983,36652.92231,82.32195122,285.52,1,0.641831121,3.915212583,0.836913648,0.162043526,0.034333673,103.66,France
0.32243939,10727.67055,75.035,298.63,0.972859388,0.622079499,2.694126339,0.429391854,0.024090615,0.865037907,102.47,Malaysia
0.147252236,4531.032207,79.047,286.85,0.790869957,0.595018474,1.462023291,0.10575494,0.362344753,0.071703451,105.84,Albania
0.198389379,21678.35947,81.17560976,284.15,1,0.736397068,1.174858634,0.523641914,0.094797817,0.086577703,95.74,Slovenia
0.034578222,405.7867633,57.078,300.09,0.06300813,0.046090072,0.836682217,0.020456396,26.47306553,0.000566572,101.5,Somalia
0.167761017,17658.9473,81.28780488,288.54,1,0.941163641,3.929751048,0.178583414,0.952002883,0.185477217,102.65,Greece
0.086674414,750.051809,58.731,302.1,0.023197713,0.913506052,0.688704257,0.023482003,3.231351944,0.003640688,113.91,Mali
0.32007836,1022.732476,65.788,298.77,0.429910053,0.009871549,0.426655634,0.02431168,21.99780082,0.062242512,82.29,India
0.187760688,1567.64062,66.297,298.22,0.48024506,0.049093,0.573366059,0.014159986,243.8433762,0.021430695,105.3,Pakistan
0.103982652,57610.09818,81.10243902,282.3,1,0.67371864,7.167932696,3.348818906,0.041623362,0.011021168,107.11,Denmark
0.272981795,4640.246344,75.43,294.11,0.959346861,0.480993356,1.680246583,0.078056978,0.278106311,0.18557691,103.25,Ecuador
0.102556735,762.3037803,57.823,301.74,0.467881447,0.077566815,0.357699514,0.14538166,0.490493137,0.011585514,91.77,Burkina Faso
0.079100395,217.2404723,45.895,294.37,0.403413464,0.001344823,0.172305456,0.071748211,2.280467915,0.026915114,48.74,Malawi
0.236410512,3430.534668,72.538,290.51,1.003300266,0.740171504,1.51610306,0.098023353,3.642880593,0.049244577,102.1,Morocco
0.089776096,320.8610897,57.592,291.47,0.081818019,0.006020308,0.197748233,0.06535149,1.866271797,0.026279952,57.76,Ethiopia
0.139057332,15003.14068,78.07073171,286.14,1,1.030809757,1.32271851,0.825934148,0.021506128,0.04851752,100.5,Croatia
0.18320118,3666.141825,74.436,280.01,0.974,0.584521524,1.708925911,0.029159639,14.79026511,0.034353194,110.61,Armenia
0.120173561,779.2027681,60.047,301.79,0.680555556,0.11404068,0.41558846,0.161147629,0.377124132,0.011776332,107.68,Burkina Faso
0.693927888,2660.288176,67.182,272.2,0.447121908,5.877618912,2.083279376,0.161171806,0.113181931,2.63E-05,83.61,Mongolia
0.750124442,2051.129515,69.649,287.7,0.859937995,0.276285384,1.047082907,0.016296639,233.9860796,0.014203092,80.29,Uzbekistan
0.226963219,10385.96443,75.721,290.32,1.003845375,3.019262583,9.927767457,0.17217978,0.849246817,0.007919669,86.71,Argentina
0.210862636,1210.167497,62.543,300.48,0.764287295,0.114713484,0.740189681,0.114538548,1.557243159,0.006233094,50.1,Senegal
0.145612532,3761.51368,71.814,300.44,0.895178197,0.089125998,2.300330033,0.660512784,0.03894126,0.147996729,93.95,El Salvador
0.541860632,3919.351214,69.498,274.11,0.497907022,11.81828645,2.147623544,0.374006736,0.045640163,4.40E-05,72.32,Mongolia
0.171085012,663.1410528,61.923,285.47,0.328509407,0.116771557,0.318565401,0.009482878,48.01191797,0.003165392,94.48,Afghanistan
0.26183594,1018.313662,64.386,296.31,1.007494573,0.603903955,1.790957298,0.14923588,0.068177092,0.005383908,66.18,Bolivia
0.071982567,1191.802935,61.741,297.96,0.098260223,0.022941558,0.870137642,0.115677999,1.180710713,0.155873364,81.62,Haiti
0.114672254,62895.91112,81.65365854,282.91,1,1.209655051,1.683627191,2.445569677,0.011201194,0.000224165,95.22,Ireland
0.3363194,8108.052608,71.592,292.87,0.011097279,1.180801848,3.363001745,0.172791847,46.10242876,0.021774456,87.63,Libya
0.486355227,441.4987969,45.364,293.84,0.849462366,0.075296278,0.513454611,0.031745666,8.54296862,0.006134969,111.19,Zimbabwe
0.243964725,3796.109011,75.786,291.61,0.998,0.65942793,2.1591584,0.133345403,7.149188398,0.244357415,93.17,Tunisia
1,857.4978675,65.124,291.84,1.086355766,0.286651348,1.09065061,0.010395919,166.0281928,0.076934128,113.44,Syrian Arab Republic
0.094343198,778.797053,57.357,301.92,0.027756391,0.251156005,0.623323918,0.02468452,3.88884915,0.003640688,90.04,Mali
0.532484106,6688.774746,66.175,291.62,1.024705882,1.455549471,2.01713734,0.168124572,2.483486707,0.004286856,106.92,South Africa
0.065602492,1161.305962,64.141,298.3,0.242310689,0.018208743,0.413747279,0.015695609,2.106039559,0.118814248,100.25,Myanmar
0.202411615,50327.24029,81.1804878,280.4,1,4.814732816,5.745362563,0.694019758,0.039815028,0.001455604,106.62,Finland
0.160026892,7694.906045,66.306,297.88,0.984654046,7.005952522,8.407337723,1.038867785,0.000793043,0.076831297,102.95,Gabon
0.053012161,414.7403226,53.721,300.35,0.049749448,0.498709059,0.694340901,0.240615351,0.002007662,0.015748031,106.44,Central African Republic
0.219567977,1323.839054,69.559,297.77,0.535763322,0.083696823,1.289796666,0.07708073,0.160220053,0.056894889,79.35,Nicaragua
0.184465457,6411.551666,65.464,296.08,0.981263096,9.483098018,2.118470702,0.701086515,0.116399819,7.73E-05,102.78,Botswana
0.060643047,691.9800774,52.083,301.95,0.508366502,0.500484321,0.293276257,0.109264281,0.502462708,0.0007564,106.81,Chad
0.317382244,47762.72232,79.164,299.38,1,0.368761981,inf,1.455659008,0.00563833,0.0390625,121.84,Kuwait
0.117533678,944.4172686,59.349,298.53,0.02,0.427250607,0.565925462,0.111463795,0.030655387,0.048275862,115.25,Guinea
2.100922023,1256.031867,65.746,289.46,1.000245426,0.041984992,0.872203396,0.003897675,4507.545296,0.00170503,107.72,Turkmenistan
